,t (s),CD_0
0,0.0,0.05491448676921381
1,0.002,0.05491448676921381
2,0.004,0.05491448676921381
3,0.006,0.05491448676921381
4,0.008,0.05468452722452669
5,0.01,0.054143023004523984
