,t (s),AOA 2nd derivative (deg/s^2)
0,0.0,0.0
1,0.00020004000800160032,0.0
2,0.00040008001600320064,0.0
3,0.000600120024004801,0.0
4,0.0008001600320064013,0.0
5,0.0010002000400080016,0.0
6,0.001200240048009602,0.0
7,0.0014002800560112022,0.0
8,0.0016003200640128026,0.0
9,0.0018003600720144029,0.0
10,0.002000400080016003,0.0
11,0.0022004400880176033,0.0
12,0.002400480096019204,0.0
13,0.0026005201040208044,0.0
14,0.0028005601120224045,0.0
15,0.0030006001200240046,0.0
16,0.003200640128025605,0.0
17,0.0034006801360272057,0.0
18,0.0036007201440288058,0.0
19,0.003800760152030406,0.0
20,0.004000800160032006,0.0
21,0.004200840168033607,0.0
22,0.004400880176035207,0.0
23,0.004600920184036807,0.0
24,0.004800960192038408,0.0
25,0.005001000200040008,0.0
26,0.005201040208041609,0.0
27,0.0054010802160432084,0.0
28,0.005601120224044809,0.0
29,0.0058011602320464095,0.0
30,0.006001200240048009,0.0
31,0.00620124024804961,0.0
32,0.00640128025605121,0.0
33,0.006601320264052811,0.0
34,0.006801360272054411,0.0
35,0.007001400280056011,0.0
36,0.0072014402880576115,0.0
37,0.007401480296059212,0.0
38,0.007601520304060812,0.0
39,0.007801560312062412,0.0
40,0.008001600320064013,0.0
41,0.008201640328065612,0.0
42,0.008401680336067214,0.0
43,0.008601720344068814,0.0
44,0.008801760352070413,0.0
45,0.009001800360072015,0.0
46,0.009201840368073614,0.0
47,0.009401880376075216,0.0
48,0.009601920384076815,0.0
49,0.009801960392078415,0.0
50,0.010002000400080016,0.0
51,0.010202040408081616,0.0
52,0.010402080416083218,0.0
53,0.010602120424084817,0.0
54,0.010802160432086417,0.0
55,0.011002200440088018,0.0
56,0.011202240448089618,0.0
57,0.011402280456091218,0.0
58,0.011602320464092819,0.0
59,0.011802360472094419,0.0
60,0.012002400480096018,0.0
61,0.01220244048809762,0.0
62,0.01240248049609922,0.0
63,0.01260252050410082,0.0
64,0.01280256051210242,0.0
65,0.01300260052010402,0.0
66,0.013202640528105622,0.0
67,0.013402680536107221,0.0
68,0.013602720544108823,0.0
69,0.013802760552110422,0.0
70,0.014002800560112022,0.0
71,0.014202840568113623,0.0
72,0.014402880576115223,0.0
73,0.014602920584116823,0.0
74,0.014802960592118424,0.0
75,0.015003000600120024,0.0
76,0.015203040608121624,0.0
77,0.015403080616123225,0.0
78,0.015603120624124825,0.0
79,0.015803160632126424,0.0
80,0.016003200640128026,0.0
81,0.016203240648129627,0.0
82,0.016403280656131225,0.0
83,0.016603320664132826,0.0
84,0.016803360672134428,0.0
85,0.017003400680136026,0.0
86,0.017203440688137627,0.0
87,0.01740348069613923,0.0
88,0.017603520704140826,0.0
89,0.017803560712142428,0.0
90,0.01800360072014403,0.0
91,0.01820364072814563,0.0
92,0.01840368073614723,0.0
93,0.01860372074414883,0.0
94,0.01880376075215043,0.0
95,0.01900380076015203,0.0
96,0.01920384076815363,0.0
97,0.019403880776155232,0.0
98,0.01960392078415683,0.0
99,0.01980396079215843,0.0
100,0.020004000800160033,0.0
101,0.02020404080816163,0.0
102,0.020404080816163232,0.0
103,0.020604120824164834,0.0
104,0.020804160832166435,0.0
105,0.021004200840168033,0.0
106,0.021204240848169634,0.0
107,0.021404280856171236,0.0
108,0.021604320864172834,0.0
109,0.021804360872174435,0.0
110,0.022004400880176037,0.0
111,0.022204440888177635,0.0
112,0.022404480896179236,0.0
113,0.022604520904180837,0.0
114,0.022804560912182435,0.0
115,0.023004600920184037,0.0
116,0.023204640928185638,0.0
117,0.023404680936187236,0.0
118,0.023604720944188837,0.0
119,0.02380476095219044,0.0
120,0.024004800960192037,0.0
121,0.024204840968193638,0.0
122,0.02440488097619524,0.0
123,0.02460492098419684,0.0
124,0.02480496099219844,0.0
125,0.02500500100020004,0.0
126,0.02520504100820164,0.0
127,0.02540508101620324,0.0
128,0.02560512102420484,0.0
129,0.025805161032206442,0.0
130,0.02600520104020804,0.0
131,0.026205241048209642,0.0
132,0.026405281056211243,0.0
133,0.02660532106421284,0.0
134,0.026805361072214443,0.0
135,0.027005401080216044,0.0
136,0.027205441088217645,0.0
137,0.027405481096219243,0.0
138,0.027605521104220845,0.0
139,0.027805561112222446,0.0
140,0.028005601120224044,0.0
141,0.028205641128225645,0.0
142,0.028405681136227247,0.0
143,0.028605721144228845,0.0
144,0.028805761152230446,0.0
145,0.029005801160232048,0.0
146,0.029205841168233646,0.0
147,0.029405881176235247,0.0
148,0.02960592118423685,0.0
149,0.029805961192238446,0.0
150,0.030006001200240048,0.0
151,0.03020604120824165,0.0
152,0.030406081216243247,0.0
153,0.03060612122424485,0.0
154,0.03080616123224645,0.0
155,0.03100620124024805,0.0
156,0.03120624124824965,0.0
157,0.03140628125625125,0.0
158,0.03160632126425285,0.0
159,0.03180636127225445,0.0
160,0.03200640128025605,0.0
161,0.03220644128825765,0.0
162,0.032406481296259254,0.0
163,0.03260652130426085,0.0
164,0.03280656131226245,0.0
165,0.033006601320264055,0.0
166,0.03320664132826565,0.0
167,0.03340668133626725,0.0
168,0.033606721344268856,0.0
169,0.033806761352270454,0.0
170,0.03400680136027205,0.0
171,0.034206841368273656,0.0
172,0.034406881376275254,0.0
173,0.03460692138427685,0.0
174,0.03480696139227846,0.0
175,0.035007001400280055,0.0
176,0.03520704140828165,0.0
177,0.03540708141628326,0.0
178,0.035607121424284856,0.0
179,0.03580716143228646,0.0
180,0.03600720144028806,0.0
181,0.036207241448289657,0.0
182,0.03640728145629126,0.0
183,0.03660732146429286,0.0
184,0.03680736147229446,0.0
185,0.03700740148029606,0.0
186,0.03720744148829766,0.0
187,0.03740748149629926,0.0
188,0.03760752150430086,0.0
