,t (s),Torsion 2nd derivative (deg/s^2)
4203,0.8407681536307261,-653.5873744477316
4204,0.8409681936387278,-642.5094920263965
4205,0.8411682336467293,-630.5005158862559
4206,0.841368273654731,-617.4774836656545
4207,0.8415683136627325,-603.5364491155076
4208,0.8417683536707341,-588.3664775922994
4209,0.8419683936787358,-572.6613554097885
4210,0.8421684336867373,-555.3239348656906
4211,0.842368473694739,-537.4869355733466
4212,0.8425685137027406,-518.9269718674351
4213,0.8427685537107421,-499.2867917859796
4214,0.8429685937187438,-479.2290642166577
4215,0.8431686337267453,-458.37944016743086
4216,0.843368673734747,-436.5261283807765
4217,0.8435687137427486,-414.0932285705597
4218,0.8437687537507501,-390.8251109879027
4219,0.8439687937587518,-367.25028022200456
4220,0.8441688337667533,-342.91957917752546
4221,0.844368873774755,-318.35375652644115
4222,0.8445689137827566,-293.075255061305
4223,0.8447689537907581,-267.150255596193
4224,0.8449689937987598,-241.15071448766403
4225,0.8451690338067613,-214.58996467005971
4226,0.845369073814763,-187.87701483632677
4227,0.8455691138227646,-160.6603357988614
4228,0.8457691538307661,-133.39488544025363
4229,0.8459691938387678,-105.83397172272888
4230,0.8461692338467693,-78.35979133093126
4231,0.846369273854771,-50.55974783324963
4232,0.8465693138627726,-23.150843659947338
4233,0.8467693538707741,4.726418847853616
4234,0.8469693938787758,32.600536428176724
4235,0.8471694338867773,59.99343361420912
4236,0.847369473894779,87.46701805044226
4237,0.8475695139027806,114.6341638750103
4238,0.8477695539107821,141.41105827252656
4239,0.8479695939187838,168.15398228819046
4240,0.8481696339267853,194.47288359567273
4241,0.8483696739347869,220.5942908249583
4242,0.8485697139427886,245.93559817374802
4243,0.8487697539507901,271.01573061452166
4244,0.8489697939587918,295.8348925286551
4245,0.8491698339667934,319.97564146971183
4246,0.8493698739747949,343.69498014431065
4247,0.8495699139827966,366.8983422845376
4248,0.8497699539907981,389.2974301973115
4249,0.8499699939987998,411.3588704430198
4250,0.8501700340068014,432.10484842982265
4251,0.8503700740148029,453.0785677705185
4252,0.8505701140228046,472.390042425809
4253,0.8507701540308061,491.4119073046873
4254,0.8509701940388078,509.513159744148
4255,0.8511702340468094,526.2692513544923
4256,0.8513702740548109,543.1259866224372
4257,0.8515703140628126,558.4681100724921
4258,0.8517703540708141,572.7653023649848
4259,0.8519703940788158,586.4859882600692
4260,0.8521704340868174,599.2582055939797
4261,0.8523704740948189,610.8019637257912
4262,0.8525705141028206,621.3558279015114
4263,0.8527705541108221,631.2936861392725
4264,0.8529705941188238,639.637825518137
4265,0.8531706341268254,647.4182258282193
4266,0.8533706741348269,653.5854340542625
4267,0.8535707141428286,659.2928817947184
4268,0.8537707541508301,663.4672595571108
4269,0.8539707941588318,666.721118998887
4270,0.8541708341668334,669.1129097313744
4271,0.8543708741748349,670.3999530961759
4272,0.8545709141828366,670.4357984707605
4273,0.8547709541908382,669.3272793964871
4274,0.8549709941988398,667.09357823047
4275,0.8551710342068414,664.0507882077344
4276,0.8553710742148429,659.838186928399
4277,0.8555711142228446,654.6137298278031
4278,0.8557711542308462,648.1705973695491
4279,0.8559711942388478,640.7900309224651
4280,0.8561712342468494,632.6263181832143
4281,0.8563712742548509,623.3024159500718
4282,0.8565713142628526,612.7678758416251
4283,0.8567713542708542,601.373611520495
4284,0.8569713942788558,589.2842540177149
4285,0.8571714342868574,575.8774629622429
