PARAM, MIN, MAX
AOA_MEAN_DEG,0.0,5.000000000000002
DELTA_AOA_DEG,-5.0000000000000036,5.000000000000002
DER_AOA_DEG,-2042.046477737662,2042.0279360470804
DER_DER_AOA_DEG,-833976.27682842,833976.8941350426
CL_DYN, -0.5508226985056214,1.1387494787789136
-CM_DYN, -0.22452309842719453,0.11000591663813739
